,Alert,Date,Time,Lat,Long,Vehicle,Speed,Likelihood of Collision,likely_collision,not_likely_collision,Head-on collision,Rear-end collision,Side-impact collision,Pedestrian collision,Multi-vehicle collision,Hit-and-run collision,Wrong-way collision
10912,1,7/1/2022,8:33:25,12.89313,80.086339,805,13,0.6794200483864515,1,0,0,1,0,0,0,0,0
10913,1,7/1/2022,8:34:00,12.892304,80.08572,805,22,0.7534042995340724,1,0,0,0,0,0,0,0,0
10914,1,7/1/2022,8:34:25,12.889051,80.084201,805,53,0.482918146897315,0,1,0,0,0,0,0,0,0
10915,1,7/1/2022,8:34:32,12.889051,80.084201,805,53,0.482918146897315,0,1,0,0,0,0,0,0,0
10916,1,7/1/2022,8:34:38,12.887049,80.083382,805,53,0.48043165643513963,0,1,0,0,0,0,0,0,0
10917,1,7/1/2022,8:34:59,12.885281,80.082671,805,42,0.6619500280696076,1,0,0,0,0,0,0,0,0
10918,1,7/1/2022,8:35:02,12.885281,80.082671,805,42,0.6619500280696076,1,0,0,0,0,0,0,0,0
10919,1,7/1/2022,8:35:03,12.885281,80.082671,805,42,0.6619500280696076,1,0,0,0,0,0,0,0,0
10920,1,7/1/2022,8:35:05,12.885281,80.082671,805,42,0.6619500280696076,1,0,0,0,0,0,0,0,0
10921,1,7/1/2022,8:35:05,12.885281,80.082671,805,42,0.6619500280696076,1,0,0,0,0,0,0,0,0
10922,3,7/1/2022,8:40:43,12.876186,80.084154,805,1,0.5090096209275681,1,0,0,0,0,0,0,0,0
10923,3,7/1/2022,8:44:14,12.875968,80.083027,805,1,0.5090198248831121,1,0,0,0,0,0,0,0,0
10924,1,7/1/2022,16:09:05,12.875854,80.083766,805,1,0.5090893005593616,1,0,0,1,0,0,0,0,0
10925,1,7/1/2022,16:09:05,12.875854,80.083766,805,1,0.5090893005593616,1,0,0,1,0,0,0,0,0
10926,1,7/1/2022,16:09:07,12.875854,80.083766,805,1,0.5090893005593616,1,0,0,1,0,0,0,0,0
10927,1,7/1/2022,16:09:08,12.875854,80.083766,805,1,0.5090893005593616,1,0,0,1,0,0,0,0,0
10928,1,7/1/2022,16:09:09,12.875854,80.083766,805,1,0.5090893005593616,1,0,0,1,0,0,0,0,0
10929,1,7/1/2022,16:09:13,12.878378,80.082114,2846,57,0.39413798611436357,0,1,0,0,0,0,0,0,0
10930,0,7/1/2022,16:10:06,12.87533,80.07882,2846,50,0.5215457244038181,1,0,0,0,0,0,0,0,0
10931,1,7/1/2022,16:10:40,12.881826,80.080841,805,30,0.7586188116363586,1,0,0,0,0,0,0,0,0
10932,2,7/1/2022,16:10:52,12.871129,80.07709,2846,56,0.40427732485448004,0,1,0,0,0,0,0,0,0
10933,2,7/1/2022,16:11:09,12.871129,80.07709,2846,56,0.40427732485448004,0,1,0,0,0,0,0,0,0
10934,1,7/1/2022,16:11:15,12.869766,80.076567,2846,57,0.38407655189045975,0,1,0,0,0,0,0,0,0
10935,0,7/1/2022,16:11:16,12.867262,80.07556,2846,40,0.6711143796520292,1,0,0,0,0,0,0,0,0
10936,1,7/1/2022,16:11:23,12.881826,80.080841,805,30,0.7586188116363586,1,0,0,0,0,0,0,0,0
10937,1,7/1/2022,16:11:29,12.866534,80.07526,2846,29,0.7549640073434781,1,0,0,0,0,0,0,0,0
10938,2,7/1/2022,16:11:30,12.892304,80.085585,805,53,0.4869456166201116,0,1,0,0,0,0,0,0,0
10939,1,7/1/2022,16:12:01,12.895756,80.08812,805,49,0.5637089581231106,1,0,0,0,0,0,0,0,0
10940,1,7/1/2022,16:12:10,12.896855,80.08894,805,50,0.5472767520817966,1,0,0,0,0,0,0,0,0
10941,1,7/1/2022,16:12:13,12.896855,80.08894,805,50,0.5472767520817966,1,0,0,0,0,0,0,0,0
10942,2,7/1/2022,16:12:25,12.860907,80.072893,2846,55,0.410388804281369,0,1,0,0,0,0,0,0,0
10943,1,7/1/2022,16:12:48,12.90122,80.092215,805,56,0.440921506385604,0,1,0,0,0,0,0,0,0
10944,1,7/1/2022,16:12:56,12.859816,80.07218,2846,51,0.4840790356935455,0,1,0,0,0,0,0,0,0
10945,1,7/1/2022,16:12:58,12.902278,80.092998,805,37,0.7301393050527076,1,0,0,0,0,0,0,0,0
10946,1,7/1/2022,16:13:06,12.85533,80.068731,2846,58,0.3491096800210834,0,1,0,0,0,0,0,0,0
10947,1,7/1/2022,16:13:09,12.902972,80.093512,805,39,0.7121118683334525,1,0,0,0,0,0,0,0,0
10948,1,7/1/2022,16:13:19,12.85533,80.068731,2846,58,0.3491096800210834,0,1,0,0,0,0,0,0,0
10949,2,7/1/2022,16:13:43,12.85308,80.067104,2846,50,0.49480359627467435,0,1,0,0,0,0,0,0,0
10950,1,7/1/2022,16:14:06,12.848823,80.064005,2846,52,0.4524670180694798,0,1,0,0,0,0,0,0,0
10951,2,7/1/2022,16:14:12,12.907711,80.097119,805,56,0.44855729487012674,0,1,0,0,0,0,0,0,0
10952,1,7/1/2022,16:15:12,12.912761,80.101431,805,44,0.6600008812350097,1,0,0,0,0,0,0,0,0
10953,0,7/1/2022,16:15:15,12.912761,80.101431,805,44,0.6600008812350097,1,0,0,0,0,0,0,0,0
10954,1,7/1/2022,16:15:34,12.915092,80.102125,805,58,0.4195732857804965,0,1,0,0,0,0,0,0,0
10955,2,7/1/2022,16:15:48,12.915852,80.104805,805,58,0.42004229079557387,0,1,0,0,0,0,0,0,0
10956,1,7/1/2022,16:16:04,12.916522,80.106137,805,52,0.5331300234283628,1,0,0,0,0,0,0,0,0
10957,1,7/1/2022,16:16:34,12.919007,80.109702,805,57,0.4421270022867745,0,1,0,0,0,0,0,0,0
10958,2,7/1/2022,16:16:50,12.840066,80.055767,2846,56,0.3683714251364291,0,1,0,0,0,0,0,0,0
10959,1,7/1/2022,16:17:00,12.921801,80.112853,805,51,0.556597230472612,1,0,0,0,0,0,0,0,0
10960,1,7/1/2022,16:17:08,12.840066,80.055767,2846,56,0.3683714251364291,0,1,0,0,0,0,0,0,0
10961,1,7/1/2022,16:17:25,12.923794,80.114849,805,57,0.44745821330452784,0,1,0,0,0,0,0,0,0
10962,1,7/1/2022,16:17:37,12.924788,80.115864,805,53,0.5236556537346075,1,0,0,0,0,0,0,0,0
10963,1,7/1/2022,16:17:55,12.835608,80.051084,2846,52,0.43759114307559227,0,1,0,0,0,0,0,0,0
10964,1,7/1/2022,16:18:20,12.831591,80.046861,2846,56,0.35935338748643475,0,1,0,0,0,0,0,0,0
10965,1,7/1/2022,16:18:36,12.92723,80.118325,805,19,0.7356394976304095,1,0,0,1,0,0,0,0,0
10966,1,7/1/2022,16:19:22,12.930262,80.121278,805,31,0.7738183116368413,1,0,0,0,0,0,0,0,0
10967,1,7/1/2022,16:19:22,12.930262,80.121278,805,31,0.7738183116368413,1,0,0,0,0,0,0,0,0
10968,1,7/1/2022,16:19:29,12.930757,80.12185,805,23,0.7614633888497764,1,0,0,0,0,0,0,0,0
10969,1,7/1/2022,16:20:03,12.8291,80.044236,2846,44,0.575188501930075,1,0,0,0,0,0,0,0,0
10970,2,7/1/2022,16:20:16,12.825192,80.040462,2846,57,0.33483766707117457,0,1,0,0,0,0,0,0,0
10971,1,7/1/2022,16:20:21,12.934055,80.125169,805,41,0.7133844753210666,1,0,0,0,0,0,0,0,0
10972,1,7/1/2022,16:20:27,12.934055,80.125169,805,41,0.7133844753210666,1,0,0,0,0,0,0,0,0
10973,1,7/1/2022,16:21:32,12.935765,80.126726,805,6,0.5749759277895344,1,0,0,1,0,0,0,0,0
10974,1,7/1/2022,16:21:43,12.936523,80.127404,805,35,0.7621992225704204,1,0,0,0,0,0,0,0,0
10975,1,7/1/2022,16:21:53,12.936523,80.127404,805,35,0.7621992225704204,1,0,0,0,0,0,0,0,0
10976,1,7/1/2022,16:21:59,12.93781,80.128517,805,44,0.6811267868163146,1,0,0,0,0,0,0,0,0
10977,2,7/1/2022,16:22:28,12.941078,80.131548,805,57,0.4671235136620918,0,1,0,0,0,0,0,0,0
10978,1,7/1/2022,16:22:58,12.821701,80.038037,2846,37,0.6697544475517957,1,0,0,0,0,0,0,0,0
10979,1,7/1/2022,16:23:25,12.942398,80.13291,805,15,0.6964276316281371,1,0,0,1,0,0,0,0,0
10980,1,7/1/2022,16:23:29,12.806064,80.027432,2846,56,0.3313667340332518,0,1,0,0,0,0,0,0,0
10981,2,7/1/2022,16:23:46,12.94444,80.134849,805,54,0.5271534974994511,1,0,0,0,0,0,0,0,0
10982,1,7/1/2022,16:24:07,12.946308,80.136297,805,56,0.49203534178240127,0,1,0,0,0,0,0,0,0
10983,2,7/1/2022,16:24:24,12.947822,80.137402,805,46,0.6629747525857609,1,0,0,0,0,0,0,0,0
10984,2,7/1/2022,16:24:44,12.80173,80.024602,2846,44,0.5450791854247385,1,0,0,0,0,0,0,0,0
10985,2,7/1/2022,16:25:22,12.795028,80.020186,2846,58,0.2859945769368613,0,1,0,0,0,0,0,0,0
10986,1,7/1/2022,16:25:23,12.950236,80.139258,805,8,0.6025109417668325,1,0,0,1,0,0,0,0,0
10987,1,7/1/2022,16:25:23,12.950236,80.139258,805,8,0.6025109417668325,1,0,0,1,0,0,0,0,0
10988,2,7/1/2022,16:25:39,12.791353,80.017811,2846,58,0.28226000149848113,0,1,0,0,0,0,0,0,0
10989,0,7/1/2022,16:26:10,12.791353,80.017811,2846,58,0.28226000149848113,0,1,0,0,0,0,0,0,0
10990,2,7/1/2022,16:27:00,12.783527,80.013382,2846,55,0.3239828170401818,0,1,0,0,0,0,0,0,0
10991,1,7/1/2022,16:27:04,12.955826,80.142861,805,1,0.48771336627762796,0,1,0,1,0,0,0,0,0
10992,1,7/1/2022,16:27:22,12.956384,80.143173,805,25,0.7726855387809648,1,0,0,0,0,0,0,0,0
10993,0,7/1/2022,16:27:54,12.958703,80.1443,805,39,0.7483409491001131,1,0,0,0,0,0,0,0,0
10994,1,7/1/2022,16:28:08,12.960047,80.144972,805,28,0.7817844759412568,1,0,0,0,0,0,0,0,0
10995,2,7/1/2022,16:28:10,12.773639,80.008996,2846,58,0.26422788484242,0,1,0,0,0,0,0,0,0
10996,2,7/1/2022,16:28:28,12.962694,80.146443,805,51,0.6009581374164906,1,0,0,0,0,0,0,0,0
10997,2,7/1/2022,16:28:33,12.771643,80.00808,2846,58,0.26222800125023504,0,1,0,0,0,0,0,0,0
10998,2,7/1/2022,16:28:43,12.964188,80.14741,805,53,0.5681632413727347,1,0,0,0,0,0,0,0,0
10999,1,7/1/2022,16:28:49,12.769672,80.007122,2846,58,0.26027093633727827,0,1,0,0,0,0,0,0,0
11000,1,7/1/2022,16:28:51,12.964188,80.14741,805,53,0.5681632413727347,1,0,0,0,0,0,0,0,0
11001,2,7/1/2022,16:29:03,12.96621,80.148519,805,56,0.5159294177507733,1,0,0,0,0,0,0,0,0
11002,1,7/1/2022,16:29:07,12.765944,80.00537,2846,51,0.3745589219985956,0,1,0,0,0,0,0,0,0
11003,2,7/1/2022,16:29:29,12.970154,80.15036,805,55,0.5392125835253746,1,0,0,0,0,0,0,0,0
11004,1,7/1/2022,16:29:47,12.763135,80.004176,2846,35,0.6426139194349323,1,0,0,0,0,0,0,0,0
11005,2,7/1/2022,16:29:50,12.972192,80.151504,805,59,0.46665191146218327,0,1,0,0,0,0,0,0,0
11006,1,7/1/2022,16:30:06,12.97346,80.153301,805,58,0.4869719044952101,0,1,0,0,0,0,0,0,0
11007,2,7/1/2022,16:30:35,12.975999,80.15699,805,45,0.7009049444423032,1,0,0,0,0,0,0,0,0
11008,2,7/1/2022,16:30:45,12.760074,80.00339,2846,12,0.6797969438715724,1,0,0,0,0,0,0,0,0
11009,2,7/1/2022,16:31:06,12.759731,80.003302,2846,24,0.7244427442740272,1,0,0,0,0,0,0,0,0
11010,1,7/1/2022,16:31:31,12.980195,80.163788,805,60,0.4558310139491105,0,1,0,0,0,0,0,0,0
11011,1,7/1/2022,16:31:32,12.978242,80.160309,805,55,0.5477372543272342,1,0,0,0,0,0,0,0,0
11012,2,7/1/2022,16:32:02,12.982152,80.167761,805,58,0.4956432526215828,0,1,0,0,0,0,0,0,0
11013,1,7/1/2022,16:32:09,12.982152,80.167761,805,58,0.4956432526215828,0,1,0,0,0,0,0,0,0
11014,1,7/1/2022,16:33:02,12.986114,80.174177,805,8,0.5946812688232087,1,0,0,1,0,0,0,0,0
11015,0,7/1/2022,16:33:04,12.986114,80.174177,805,8,0.5946812688232087,1,0,0,0,0,0,0,0,0
11016,2,7/1/2022,16:33:44,12.742855,79.992301,2846,7,0.626745383983235,1,0,0,0,0,0,0,0,0
11017,1,7/1/2022,16:34:28,12.988779,80.177934,805,16,0.702254801720423,1,0,0,1,0,0,0,0,0
11018,2,7/1/2022,16:34:29,12.740726,79.990462,2846,47,0.41824499813521704,0,1,0,0,0,0,0,0,0
11019,1,7/1/2022,16:34:43,12.988779,80.177934,805,16,0.702254801720423,1,0,0,1,0,0,0,0,0
11020,1,7/1/2022,16:35:09,12.98957,80.178844,805,30,0.7899381465270342,1,0,0,0,0,0,0,0,0
11021,2,7/1/2022,16:35:14,12.735294,79.986353,2846,58,0.22822339279454149,0,1,0,0,0,0,0,0,0
11022,1,7/1/2022,16:35:30,12.732029,79.98318,2846,57,0.23977932370793215,0,1,0,0,0,0,0,0,0
11023,2,7/1/2022,16:36:32,12.993917,80.185232,805,1,0.47796551474352766,0,1,0,0,0,0,0,0,0
11024,2,7/1/2022,16:37:00,12.995029,80.187455,805,58,0.5088017430858514,1,0,0,0,0,0,0,0,0
11025,2,7/1/2022,16:38:51,12.721029,79.98129,2846,48,0.37641203844316407,0,1,0,0,0,0,0,0,0
11026,2,7/1/2022,16:39:49,12.716672,79.980847,2846,58,0.21121484264069446,0,1,0,0,0,0,0,0,0
11027,1,7/1/2022,16:39:51,13.001926,80.196542,805,33,0.7923947728412879,1,0,0,0,0,0,0,0,0
11028,1,7/1/2022,16:40:00,13.001926,80.196542,805,33,0.7923947728412879,1,0,0,0,0,0,0,0,0
11029,1,7/1/2022,16:40:04,13.001926,80.196542,805,33,0.7923947728412879,1,0,0,0,0,0,0,0,0
11030,2,7/1/2022,16:40:07,12.70909,79.977905,2846,13,0.6870599974534319,1,0,0,0,0,0,0,0,0
11031,2,7/1/2022,16:40:28,12.70909,79.977905,2846,13,0.6870599974534319,1,0,0,0,0,0,0,0,0
11032,1,7/1/2022,16:40:42,13.003741,80.200896,805,33,0.7927813608915518,1,0,0,0,0,0,0,0,0
11033,1,7/1/2022,16:40:45,13.003741,80.200896,805,33,0.7927813608915518,1,0,0,0,0,0,0,0,0
11034,1,7/1/2022,16:40:53,13.003741,80.200896,805,33,0.7927813608915518,1,0,0,0,0,0,0,0,0
11035,2,7/1/2022,16:41:22,13.00608,80.202649,805,45,0.7216101005394994,1,0,0,0,0,0,0,0,0
11036,3,7/1/2022,16:41:30,12.703778,79.976822,2846,57,0.2131612587766562,0,1,0,0,0,0,0,0,0
11037,1,7/1/2022,16:41:51,13.008418,80.203337,805,37,0.7839500012250535,1,0,0,0,0,0,0,0,0
11038,1,7/1/2022,16:42:15,13.007681,80.205888,805,63,0.4268949298943592,0,1,0,0,0,0,1,0,0
11039,1,7/1/2022,16:42:57,13.008362,80.209954,805,48,0.6862008557968459,1,0,0,0,0,0,0,0,0
11040,1,7/1/2022,16:43:21,13.009589,80.21334,805,38,0.7791682274510788,1,0,0,0,0,0,0,0,0
11041,2,7/1/2022,16:43:32,13.009589,80.21334,805,38,0.7791682274510788,1,0,0,0,0,0,0,0,0
11042,0,7/1/2022,16:43:41,12.694578,79.978413,2846,31,0.6287754001814843,1,0,0,0,0,0,0,0,0
11043,1,7/1/2022,16:43:49,13.009589,80.21334,805,38,0.7791682274510788,1,0,0,0,0,0,0,0,0
11044,3,7/1/2022,16:43:54,12.694578,79.978413,2846,31,0.6287754001814843,1,0,0,0,0,0,0,0,0
11045,1,7/1/2022,16:44:01,13.010507,80.216275,805,42,0.7525808585382671,1,0,0,0,0,0,0,0,0
11046,1,7/1/2022,16:44:24,13.011984,80.220107,805,43,0.7444485988954839,1,0,0,0,0,0,0,0,0
11047,1,7/1/2022,16:44:47,12.691383,79.980702,2846,24,0.689524312736142,1,0,0,0,0,0,0,0,0
11048,3,7/1/2022,16:45:14,13.014497,80.224032,805,33,0.7951352713865008,1,0,0,0,0,0,0,0,0
11049,3,7/1/2022,16:45:35,12.689158,79.982423,2846,39,0.4985694218255003,0,1,0,0,0,0,0,0,0
11050,1,7/1/2022,16:45:50,12.687717,79.982942,2846,33,0.5940765357615355,1,0,0,0,0,0,0,0,0
11051,1,7/1/2022,16:46:00,13.015489,80.22538,805,14,0.6750225186236684,1,0,0,1,0,0,0,0,0
11052,1,7/1/2022,16:46:19,13.015064,80.225942,805,1,0.47338171340354834,0,1,0,1,0,0,0,0,0
11053,1,7/1/2022,16:46:27,13.015064,80.225942,805,1,0.47338171340354834,0,1,0,1,0,0,0,0,0
11054,1,7/1/2022,16:46:33,13.014421,80.226201,805,24,0.7709208719331573,1,0,0,0,0,0,0,0,0
11055,1,7/1/2022,16:47:14,13.012034,80.227125,805,34,0.7928888232786302,1,0,0,0,0,0,0,0,0
11056,2,7/1/2022,16:47:19,13.012034,80.227125,805,34,0.7928888232786302,1,0,0,0,0,0,0,0,0
11057,1,7/1/2022,16:47:29,13.010751,80.227684,805,27,0.7854078827567958,1,0,0,0,0,0,0,0,0
11058,1,7/1/2022,16:47:32,13.010751,80.227684,805,27,0.7854078827567958,1,0,0,0,0,0,0,0,0
11059,1,7/1/2022,16:47:37,13.009415,80.228213,805,37,0.7826535705313222,1,0,0,0,0,0,0,0,0
11060,1,7/1/2022,16:48:21,13.008522,80.231907,805,49,0.6692424360328507,1,0,0,0,0,0,0,0,0
11061,1,7/1/2022,16:50:41,13.007167,80.23865,805,19,0.7323866391187325,1,0,0,1,0,0,0,0,0
11062,1,7/1/2022,16:51:00,13.007022,80.239417,805,27,0.7847788360773119,1,0,0,0,0,0,0,0,0
11063,2,7/1/2022,16:51:51,12.672617,79.976395,2846,41,0.4425657714286712,0,1,0,0,0,0,0,0,0
11064,2,7/1/2022,16:52:04,12.667511,79.972176,2846,51,0.2640557674070454,0,1,0,0,0,0,0,0,0
11065,0,7/1/2022,16:52:46,12.662781,79.967752,2846,52,0.24472685388742355,0,1,0,0,0,0,0,0,0
11066,1,7/1/2022,16:53:25,12.662781,79.967752,2846,52,0.24472685388742355,0,1,0,0,0,0,0,0,0
11067,1,7/1/2022,16:55:05,13.006906,80.251098,805,10,0.6227307720561485,1,0,0,1,0,0,0,0,0
11068,1,7/1/2022,16:55:09,12.657406,79.957989,2846,24,0.6688103853474963,1,0,0,0,0,0,0,0,0
11069,1,7/1/2022,16:55:12,12.655836,79.95346,2846,55,0.19885514569463877,0,1,0,0,0,0,0,0,0
11070,1,7/1/2022,16:55:13,13.006767,80.251802,805,15,0.6897992266809412,1,0,0,1,0,0,0,0,0
11071,1,7/1/2022,16:55:13,12.655836,79.95346,2846,55,0.19885514569463877,0,1,0,0,0,0,0,0,0
11072,1,7/1/2022,16:55:15,12.655836,79.95346,2846,55,0.19885514569463877,0,1,0,0,0,0,0,0,0
11073,1,7/1/2022,16:55:34,13.006647,80.252135,805,8,0.5926080355971745,1,0,0,1,0,0,0,0,0
11074,1,7/1/2022,16:55:36,13.006647,80.252135,805,8,0.5926080355971745,1,0,0,1,0,0,0,0,0
11075,3,7/1/2022,16:55:38,13.006647,80.252135,805,8,0.5926080355971745,1,0,0,0,0,0,0,0,0
11076,1,7/1/2022,16:55:49,12.656428,79.949791,2846,36,0.5156635489356858,1,0,0,0,0,0,0,0,0
11077,1,7/1/2022,16:55:56,12.656428,79.949791,2846,36,0.5156635489356858,1,0,0,0,0,0,0,0,0
11078,2,7/1/2022,16:56:30,12.656428,79.949791,2846,36,0.5156635489356858,1,0,0,0,0,0,0,0,0
11079,2,7/1/2022,16:57:19,12.657445,79.942677,2846,58,0.16564176882417406,0,1,0,0,0,0,0,0,0
11080,1,7/1/2022,16:57:35,13.006792,80.257327,805,1,0.477593350982974,0,1,0,1,0,0,0,0,0
11081,0,7/1/2022,16:58:24,13.007042,80.258054,805,31,0.7920875267525866,1,0,0,0,0,0,0,0,0
11082,1,7/1/2022,16:59:18,13.00881,80.259012,805,18,0.7228308380878854,1,0,0,1,0,0,0,0,0
11083,1,7/1/2022,16:59:50,13.012024,80.259111,805,59,0.4981550189114691,0,1,0,0,0,0,0,0,0
11084,1,7/1/2022,16:59:56,13.014367,80.25921,805,58,0.5200629556375086,1,0,0,0,0,0,0,0,0
11085,2,7/1/2022,17:00:56,12.629708,79.931121,2846,7,0.6362098446887773,1,0,0,0,0,0,0,0,0
11086,1,7/1/2022,17:01:03,12.629708,79.931121,2846,7,0.6362098446887773,1,0,0,1,0,0,0,0,0
11087,2,7/1/2022,17:01:59,12.629708,79.931121,2846,7,0.6362098446887773,1,0,0,0,0,0,0,0,0
11088,1,7/1/2022,17:02:52,13.021164,80.26294,805,10,0.6196752016620787,1,0,0,1,0,0,0,0,0
11089,2,7/1/2022,17:03:15,12.616134,79.92609,2846,47,0.27808381152998823,0,1,0,0,0,0,0,0,0
11090,0,7/1/2022,17:03:26,12.616134,79.92609,2846,47,0.27808381152998823,0,1,0,0,0,0,0,0,0
11091,1,7/1/2022,17:05:34,12.602873,79.920261,2846,51,0.2074510142831462,0,1,0,0,0,0,0,0,0
11092,2,7/1/2022,17:06:19,12.589023,79.919352,2846,57,0.13004184466237745,0,1,0,0,0,0,0,0,0
11093,1,7/1/2022,17:08:21,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11094,1,7/1/2022,17:08:21,12.575338,79.916943,2846,56,0.13072684790670447,0,1,0,0,0,0,0,0,0
11095,1,7/1/2022,17:08:22,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11096,1,7/1/2022,17:08:27,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11097,1,7/1/2022,17:08:27,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11098,1,7/1/2022,17:08:29,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11099,1,7/1/2022,17:08:30,13.02925,80.266478,805,1,0.4709725931805272,0,1,0,1,0,0,0,0,0
11100,2,7/1/2022,17:09:04,12.566449,79.914735,2846,53,0.15445055241620637,0,1,0,0,0,0,0,0,0
11101,2,7/1/2022,17:09:36,12.562478,79.912772,2846,53,0.1517778703832525,0,1,0,0,0,0,0,0,0
11102,2,7/1/2022,17:10:38,12.554343,79.908117,2846,58,0.10270469508701022,0,1,0,0,0,0,0,0,0
11103,2,7/1/2022,17:10:59,12.554343,79.908117,2846,58,0.10270469508701022,0,1,0,0,0,0,0,0,0
11104,1,7/1/2022,17:12:33,12.54092,79.904469,2846,51,0.15798735219872342,0,1,0,0,0,0,0,0,0
11105,1,7/1/2022,17:13:32,13.036378,80.267669,805,1,0.46877394630664926,0,1,0,1,0,0,0,0,0
11106,1,7/1/2022,17:13:33,13.036378,80.267669,805,1,0.46877394630664926,0,1,0,1,0,0,0,0,0
11107,2,7/1/2022,17:13:51,12.531924,79.900524,2846,54,0.12315679918593421,0,1,0,0,0,0,0,0,0
11108,1,7/1/2022,17:14:47,13.039862,80.267819,805,16,0.6966340499623337,1,0,0,1,0,0,0,0,0
11109,1,7/1/2022,17:14:48,13.039862,80.267819,805,16,0.6966340499623337,1,0,0,1,0,0,0,0,0
11110,1,7/1/2022,17:15:06,13.040571,80.268051,805,18,0.7191697840451718,1,0,0,1,0,0,0,0,0
11111,3,7/1/2022,17:16:48,13.047084,80.266261,805,14,0.6700612445475997,1,0,0,0,0,0,0,0,0
11112,3,7/1/2022,17:18:01,13.048888,80.264798,805,1,0.464649271525216,0,1,0,0,0,0,0,0,0
11113,3,7/1/2022,17:20:53,13.056388,80.264486,805,20,0.7376192505461049,1,0,0,0,0,0,0,0,0
11114,3,7/1/2022,17:26:44,13.066324,80.268209,805,11,0.6233263262384421,1,0,0,0,0,0,0,0,0
11115,3,7/1/2022,17:27:23,13.068027,80.269233,805,12,0.6376689083296333,1,0,0,0,0,0,0,0,0
11116,3,7/1/2022,17:27:35,13.068378,80.268909,805,25,0.7777841435315411,1,0,0,0,0,0,0,0,0
11117,3,7/1/2022,17:28:29,13.069217,80.266951,805,5,0.5263762992010237,1,0,0,0,0,0,0,0,0
11118,3,7/1/2022,17:28:40,13.069268,80.266888,805,14,0.6653561296105307,1,0,0,0,0,0,0,0,0
11119,3,7/1/2022,17:29:21,13.07099,80.265107,805,19,0.7256688868652351,1,0,0,0,0,0,0,0,0
11120,1,7/1/2022,17:33:27,13.071481,80.259112,805,17,0.7028720153600435,1,0,0,1,0,0,0,0,0
11121,1,7/1/2022,17:33:29,13.070796,80.258354,805,30,0.8023403959198758,1,0,0,0,0,0,0,0,0
11122,1,7/1/2022,17:33:30,13.070796,80.258354,805,30,0.8023403959198758,1,0,0,0,0,0,0,0,0
11123,3,7/1/2022,17:34:46,13.073016,80.261095,5339,12,0.6361098523621598,1,0,0,0,0,0,0,0,0
11124,1,7/1/2022,17:38:21,13.067475,80.250295,805,1,0.4579678123066929,0,1,0,1,0,0,0,0,0
11125,1,7/1/2022,17:38:23,13.067585,80.249678,805,11,0.622218784954219,1,0,0,1,0,0,0,0,0
11126,1,7/1/2022,17:38:28,13.067585,80.249678,805,11,0.622218784954219,1,0,0,1,0,0,0,0,0
11127,1,7/1/2022,17:38:28,13.067585,80.249678,805,11,0.622218784954219,1,0,0,1,0,0,0,0,0
11128,0,7/1/2022,17:38:56,13.067777,80.248191,805,20,0.7360285205943089,1,0,0,0,0,0,0,0,0
11129,3,7/1/2022,17:39:09,13.063589,80.261214,5339,27,0.7893516856206991,1,0,0,0,0,0,0,0,0
11130,3,7/1/2022,17:39:29,13.062694,80.262512,5339,37,0.8032908639187164,1,0,0,0,0,0,0,0,0
11131,3,7/1/2022,17:39:35,13.066243,80.247866,805,1,0.45823604808977886,0,1,0,0,0,0,0,0,0
11132,1,7/1/2022,17:40:12,13.062971,80.26395,5339,34,0.8069314257246584,1,0,0,0,0,0,0,0,0
11133,3,7/1/2022,17:43:10,13.067407,80.268872,5339,6,0.5437388159112966,1,0,0,0,0,0,0,0,0
11134,1,7/1/2022,17:44:45,13.068955,80.271979,5339,32,0.8064985953627279,1,0,0,0,0,0,0,0,0
11135,1,7/1/2022,17:46:09,13.073284,80.276,5339,40,0.7968445951992891,1,0,0,0,0,0,0,0,0
11136,1,7/1/2022,17:46:20,13.07398,80.276724,5339,36,0.8082570132727984,1,0,0,0,0,0,0,0,0
11137,1,7/1/2022,17:46:34,13.075188,80.27799,5339,36,0.8085790008334361,1,0,0,0,0,0,0,0,0
11138,1,7/1/2022,17:46:40,13.075188,80.27799,5339,36,0.8085790008334361,1,0,0,0,0,0,0,0,0
11139,1,7/1/2022,17:46:46,13.075876,80.278608,5339,35,0.8095863755953557,1,0,0,0,0,0,0,0,0
11140,1,7/1/2022,17:47:20,13.077959,80.280924,5339,40,0.798688147429366,1,0,0,0,0,0,0,0,0
11141,1,7/1/2022,17:47:52,13.080255,80.280848,5339,30,0.8030990775958072,1,0,0,0,0,0,0,0,0
11142,1,7/1/2022,17:49:01,13.079624,80.281437,5339,33,0.8096891546829031,1,0,0,0,0,0,0,0,0
11143,1,7/1/2022,17:49:05,13.081967,80.281396,5339,14,0.6630783253426167,1,0,0,1,0,0,0,0,0
11144,1,7/1/2022,17:51:01,13.085483,80.284532,5339,1,0.45397614277264303,0,1,0,1,0,0,0,0,0
11145,1,7/1/2022,17:51:01,13.085483,80.284532,5339,1,0.45397614277264303,0,1,0,1,0,0,0,0,0
